class_mark,text_review
1,"Матрица Ищите в фильме смысл. Вы его увидите.Да, я только сейчас посмотрел этот фильм, который уже видели чуть ли не все. Я смотрел много научно-фантастических фильмов, в том числе и в жанре кибер-панк, в которых гораздо больше спецэффектов и которые намного ярче и красивее, и все равно 'Матрица' меня по настоящему удивила. Вроде бы, все темы, затрагиваемые в фильме, типа порабощения человечества роботами, выстраивания своеобразных голограмм и т.п. не новы, но в 'Матрице' все это вместе взятое производит просто неимоверное впечатление. Я после окончания просмотра даже стал задумываться: 'А не живем ли мы на самом деле в матрице? Ведь человечество достигло, наверное, пика своего развития и что будет дальше только остается загадкой'. Вот так повлиял на меня этот фильм. Спецэффекты, конечно, на очень высоком уровне. Хоть фильм и снимали более десяти лет назад, смотрится очень живо. Музыка в фильме высшего сорта. Очень подходит по действию. Из актеров выделил бы только Киану Ривза и Джо Пантолемиано, остальные никакого впечатления не произвели. В общем, я остался очень доволен. 9 из 10"
1,"Побег из Шоушенка Занимайся жизнью или занимайся смертьюЯ не считаю 'Побег из Шоушенка' лучшим фильмом. Он один из лучших, но не лучший. Мне понравился этот фильм, его можно пересматривать ещё несколько раз, он достоин обсуждения и хороших отзывов. 'Побег...' отличается от себе подобных. Перед просмотром я надеялась, что не будет жестокости. Хотя это было мало вероятно. Я думала, что он будет похож на 'Зелёную милю'. Но к счастью, это не так. Здесь почти не было насилия. Здесь присутствует человеческая злость и жестокость. Фильм мне понравился именно тем, что он спокойный, наверное из-за того, что сам герой такой же. Шоушенк - это не самая страшная тюрьма, а директор - не самый бездушный в мире человек. Это просто место, где люди обдумывают свои поступки. Есть конечно что-то бональное, но после всего фильма именно такой конец нам бы и хотелось видеть. Надежда...Надежда на счастье, на что-то хорошее. Эта кинолента совершенно не похожа на другие фильмы про тюрьмы, в которых рассказывается про бездушность людей. Здесь присутствует доброта, наивность. Такой фильм приятно смотреть. Нет никакого напряжения, и в конце очень легко на душе. Чувствуешь счастье за главных героев, радость за них."
1,"Список Шиндлера Schindler's List — это кино той самой золотой и плодоносной на шедевры эпохи первой половины 90-х. Идеально построенное технически: восхитительная операторская работа, идеальные планы, безупречный монтаж. Не менее выверенное эмоционально: несмотря на внушительный хронометраж, оно приковывает все внимание и не отпускает до финальных титров. Тема холокоста, как одной из самых трагичных страниц двадцатого века невероятно сложна в плане подачи зрителю. Очень важно не перегнуть палку, не превратиться в слезоточивую мелодраму с целью выбить из смотрящих рыдания. С другой стороны, холодная отстраненность режиссера, вздумавшего перенести на экран события 60-летней давности, превращается в цинизм. Спилберг занимает промежуточную позицию: бесстрастно, насколько возможно, показывает ситуацию в гетто, он ни на секунду не позволяет усомниться в своем отношении к минувшим историческим вехам. И здесь на первый план выступают персонажи, из которых можно выделить тройку главных действующих лиц: Оскара Шиндлера, предпринимателя, Исаака Штерна, бухгалтера и Эймона Гетца, немецкого офицера. Шиндлер интересен тем, как в течение фильма меняет свои воззрения. Бизнесмен и в первую очередь делец, он не испытывал никаких чувств к евреям, за исключением того, что они были невероятно дешевой рабочей силой. Разгром краковского гетто, общение с рядовыми евреями, Штерном, знакомство с мерзавцем Гетцем пробудило в нем, члене нацпартии, чувство глубокого сострадания нуждам работающих"
1,"Матрица Ищите в фильме смысл. Вы его увидите.Место действия: Матрица.'Отель Сердце города' Агент Смит: Речь идет о вашей безопасности. Лейтенант: С девкой как-нибудь справимся... (неуверенно) Послал две группы! Сейчас ее доставят. Агент Смит: Нет, лейтенант, ваши люди уже мертвы. (с) Матрица. Сладость этого слова из беспечной юности, когда трава была зеленой, идеи, как актеры бродячей труппы в мире моих мыслей, кружили голову, а кино было настоящим удовольствием. Этот фильм мы смотрели в кинотеатрах, на видеокассетах, на компьютерах - везде, где только можно, бесчисленное множество раз, и не уставали от зрелища. С друзьями и в одиночестве. Завороженно глядя на экран. Загадочность этого непонятного слова манила, его хотелось смаковать, облизываясь, - матрица. Недавно мне представилось пересмотреть эту теперь уже классическую историю еще раз. Помимо хлынувших ностальгических воспоминаний об ушедшей эпохе я наконец осознал значение этого фильма для новейшей истории кинематографа. Братья Вачовски собрали в своей работе квинтэссенцию всех наработок и имевшихся представлений об ИИ, начиная с Космической одиссеи, Чужого, Терминатора, фантастических романов, комиксов, скрестив получившийся синтез с жанром киберпанк, а вышедшую в итоге выжимку приправили особым, ранее не встречавшимся цветовым стилем. Стилем в темно-зеленых и синих тонах, которому подчинены многие предметы, аксессуары, интерьеры декораций в мире Матрицы. Но и на этом братья"
1,"Побег из Шоушенка Занимайся жизнью или занимайся смертьюСразу скажу: Стивен Кинг – непревзойденный мастер своего жанра и, по совместительству, мой самый любимый писатель. «Побег из Шоушенка» - экранизация его сравнительно небольшого романа, который я прочитала уже после просмотра; и сейчас я могу точно сказать еще одно: эта экранизация – эталон экранизаций как по Кингу, так и любых других «книжных» экранизаций. Заслуга в этом, конечно, принадлежит талантливому режиссёру Френку Дарабонту (низкий поклон ему, в том числе и за «Зеленую милю»), который сумел таки перенести неповторимую «кинговскую» атмосферу на экран и снять не хоррор, (как это делали другие режиссеры, выкидывая основные сюжетные линии и оставляя то, что пугает, воссоздавая/создавая/ тем самым репутацию Стивена Кинга – Короля ужасов), а качественную драму о том, как чертовски несправедлива бывает жизнь, и что нужно всегда надеяться и верить в хорошее будущее, даже если тебе придется проползти через канализационное дерьмо в два футбольных поля, чтобы увидеть это будущее и сделать его настоящим. В этом фильме есть все, что есть в книге (конечно, я не имею ввиду, что перенесены конкретные мелкие детали, к примеру, ворон в книге умер; но это нисколько не умоляет качества фильма). Персонажи, диалоги точно, как в книге (особенно, голос из-за кадра), все сюжетные линии"
1,"Матрица Ищите в фильме смысл. Вы его увидите.В каждом жанре есть фильмы, которые считаются эталоном. На которые многие стараются ровняться, кто-то пытается их превзойти. Среди научной фантастики я бы отметил «Космическую одиссею» конца 60-х, «Бегущего по лезвию» начала 80-х, ну и настоящим прорывом для меня стала «Матрица» на стыке тысячелетий. Один из очень немногих фантастических фильмов, который просто меня поразил, и на то есть несколько причин. Во-первых, тот мир, в котором происходят события. Его необычность. Конечно, во всех фантастических фильмах мы видим то, что для нас необычно, но со временем я привык и к инопланетным существам, и к невероятным технологиям. Все эти необычности стали... обычными. Но когда я начал смотреть «Матрицу», я был очень удивлен. С помощью довольно простых, но в то же время оригинальных визуальных решений, создатели фирма смогли погрузить меня в свой выдуманный мир с головой. Костюмы героев, манера их поведения, оттенки цветов в кадрах - все это такие же важные инструменты, как и компьютерная графика, используемая в боевых сценах. Во-вторых, воплощение идеи антиутопии. До «Матрицы» было много фильмов, демонстрирующих, так сказать, управляемость нашего мира кем-то свыше. Но как это сделано здесь, заставило меня испытать хоть и кратковременный, но самый настоящий ужас. Ужас беспомощности множества людей. Ужас их"
1,"Список Шиндлера Если признаться, я не люблю писать рецензии на любимые фильмы. Боюсь неправильно или ложно передать свои чувства, эмоции, мысли. Но делать это все-таки стоит. А то получается, что занимаешься нелюбимым делом, если решаешься на описание только посредственных киношек. На данный момент посмотрел его уже 4 раза. И не жалею о потерянных 12-14 часах жизни ни на минуту. Почему? - Потому что для меня этот фильм и есть жизнь. Смотря его - живешь… А если забыл что это такое - начинаешь жить заново. Я уверен, что до меня нашлись добрые и впечатлительные люди, которые во всех красках расписали и проанализировали актерскую игру и режиссуру, и прекрасный ход с черно-белой съемкой. Повторяться не буду… Поделюсь только душевным. Я смотрел и чувствовал, как на меня обрушивалась и накатывала война. Не видя глазами танков и истребителей, не слыша бомбежек и канонады, все равно ощущаешь ее, эту Великую войну. Понимаешь, что она происходит в данную минуту, не где-то в ужасном далеко, а именно здесь и сейчас. В кино есть моменты, которые запомнились мне на всю жизнь. Вы помните ту девочку в красном пальтишке, идущую сквозь обезумевшую от страха толпу? Это трогательная и вместе с тем очень страшная минута. А момент, когда Амон сначала"
1,"Зеленая миля Этот фильм сильно впечатлил в первую очередь проработанностью ролей и глубиной актерского исполнения(конечно же, еще и раскрываемой темой, но об этом чуть позже). Актеры играют отлично, передавая все не только и не столько словами, но взглядами и действиями. Очень контрастно показан главный герой, грубоватый на вид верзила-здоровяк с доброй(если не святой) душой. Лично для меня одной из ключевых сторон этой картины были внутренние конфликты и переживания героев, которые теряют(и даже сами убивают) друзей, узнают о лжи, терпят унижение. Фильм нужно переварить, обдумать, и конечно пересмотреть еще несколько раз — это ли не черта действительно хорошего киношедевра. Вначале меня смутила фантастическая составляющая фильма - неужели нельзя было обойтись без неё? А потом я понял: «Зеленая миля» — это такая сказка для взрослых. Со своими чудесами, противоречиями, моралями и выводами. Причем сказка хорошо написанная, и в данном случае здорово снятая. 9 из 10"
1,"Побег из Шоушенка Занимайся жизнью или занимайся смертью'Побег из Шоушенка' - история Энди Дюфрейна, человека, несправедливо осужденного и получившего два пожизненных заключения за убийства, которые он не совершал. Попадание в Шоушенк равносильно смерти человеческой сущности и началу новой жизни - тюремной. Убежать оттуда невозможно, а малейшие нарушения дисциплины караются очень жестоко. Но не все теряют человеческие качества в этом мрачном здании. Один из таких людей - это Рэд (Морган Фриман), сперва подумавший о волевой слабости Энди, но впоследствии ставший ему лучшим другом. Рэд 'единственный, кто сидит за дело' в Шоушенке, тоже с пожизненным. Каждые несколько лет он пытается выбраться из заточения, уверяя комиссию, что перевоспитался и больше не представляет угрозу для общества. Но все напрасно... Сначала Рэд недолюбливает Энди, но вскоре они понимают, что стали хорошими приятелями. Первый может достать все, что угодно на территории тюрьмы, второй поражает своей смелостью и необычными поступками. Например, однажды Энди включил в громкоговорителях песню 'двух итальянок'. Неважно, о чем они поют, важно, что каждый в Шоушенке, услышав их, хоть на мгновение почувствует себя свободным. За это начальник тюрьмы отправил Энди на две недели в карцер, что являлось самым долгим сроком в тюрьме. Этот фильм о том, что даже находясь в практически безвыходном положении, можно"
1,"Побег из Шоушенка Занимайся жизнью или занимайся смертьюНе так часто смотришь фильм - боясь оторваться и пропустить что – то. Вроде и пропустишь, кажется, мелочь, но затем понимаешь, что каждая минута этой картины, пожалуй, является, образцом для режиссеров, и не только начинающих. Глубоко в ней продуманы в ней слова, манера актеров говорить и каждый эпизод вызывает желание прокрутить его обратно, чтобы еще раз обратить внимание на возможно упущенные детали. Вся картина смотрится на одном дыхании, время просто останавливается, и только в конце замечаешь, что прошло более двух часов. Неспешное повествование от имени Реда (Фриман) – это нечто, актеры, музыка и сюжет, который держит твое внимание неослабевающим на всем своем протяжении. Сюжет: Главного героя обвиняют в убийстве супруги и её любовника, которого он не совершал, хотя вроде все неопровержимые улики против него. Суд назначает очень суровое наказание два пожизненных срока в тюрьме Шоушенк. Там находясь, долгое время он смог не опустится, не растерять лучшие человеческие качества «выйдя из грязи, но оставшись чистым», приобретя настоящего друга (персонаж Моргана Фримана) За время нахождения в заточении, Энди (так звали осужденного) смог завоевать уважение не только у сотюремников, но и у охраны своим искренним желанием помогать, даже при этом вначале рискуя жизнью…. Энди лишился всего,"
1,"Побег из Шоушенка Занимайся жизнью или занимайся смертьюПусть это прозвучит банально, но фильм - гениальный. Гениальнее всех мною видимых ранее. Шедевр кинематографа. Всё в фильме отлично. Игра актеров, сюжет, концовка. Все, абсолютно все претендует на звание лучшего. Таких фильмов не делают сейчас. Они были раньше, их нет сейчас. Вот тут, наверное, и закончилась банальщина. В нынешнее время модно делать психологические триллеры с постоянным напряжением. Это хорошо, но эффект у них другой. Делают драмы, которые заставляют плакать. Но ТАКИХ фильмов не делают. Я не могу сказать, что это. Ты просто сидишь и весь фильм не отрываясь смотришь. Смотришь, смотришь, смотришь. И переживаешь. Фильм - это хроника, хроника жизни одного очень умного человека, который попал в тюрьму Шоушенка на пожизненный срок. Он переживает всякое, разные события случаются. Здесь и драма со слезами, и комедия с улыбками и напряженная концовка. Этот фильм объединяет в себе все, что было придумано до этого. Фильм - тот самый идеал, к которому все стремятся. Я думаю не стоит говорить, какие награды и рейтинги получал фильм. Для каждого восприятие будет всё равно разное. Для одних - полное недоразумения от произошедшего, но для большинства - гениальная история, сначала одного, а потом и двух заключенных-друзей. Фильм как никто другой заставляет"
1,"Назад в будущее 2 «Назад в будущее 2» пример того, как сделать вторую часть интереснее, динамичней и качественней, чем первую. Во второй части, сюжет рассказывает о путешествиях, повзрослевшего и мужавшего Марти МакФлая и гениального, но в то же время, придурковатого доктора Эммета Брауна. На этот раз, это сладкая парочка, перемещается не в прошлое, как это было в первой части (хотя в прошлое, герои все-таки попадут), а в будущее, где Марти и Док, должны помочь детям МакФлая, попавшим в непростую ситуацию. Есть одна небольшая проблема, если Марти встретится с самим собой, то временной континиум изменится и произойдет что-то страшное и непредсказуемое. Лично мне, вторая часть этой прекрасной саги, нравится больше чем первая, ведь здесь, режиссер Роберт Земекис добавил больше юмора, динамики и персонажей. Как и в первом фильме, актеры, которые играют все тех же персонажей, выглядели безупречно: «Забудь об этом, все в прошлом!» «Точнее, в будущем!» «Все равно, забудь!» Майкл Джей Фокс немного прибавил в этом фильме, и возмужал также, как и его герой, Марти МакФлай. Кристофер Ллойд отлично пользуется своим экранным временем и блестяще показывает всю гениальность и глупость своего Дока, после этого фильма действительно понимаешь что Кристофер, великий актер, способный сыграть любую роль. Блестяще отыграл Томас Ф.Уилсон, который в"
1,"Назад в будущее 2 Я как и большинство зрителей хотел бы стать обладателем этого альманаха с результатами всех спортивных событий. Можно было бы не одну букмекерскую контору разорить. Ну хотя бы на недельку, чтобы 'подняться', как это сделал в фильме Биф. Ну, а теперь конкретно, про возвращение в будущее, часть вторая. И действительно, главные герои в первой и третьей части путешествовали в основном из настоящего в прошлое, и из прошлого в настоящее. А здесь Марти, его девушка, и Док отправляются действительно в будущее. Они попытаются исправить ошибки своих детей, и свои собственные, чтобы избежать возможных неприятностей потом. Здесь машины уже не ездят, а летают в небе. Всё бы хорошо, да только этот злополучный Альманах попадает в руки старому Бифу. И простите меня поклонники Марти и Дока, но Биф в этой части становится центральной фигурой. Особо комична встреча молодого и старого Бифа: - Слушай старик, прикинься рыбой и ползи отсюда. Да не ползи, а плыви, кретин тупоголовый! Ну тогда плыви. Вообще актёр Томас Ф. Уилсон сыгравший Бифа, раскрыл в этом фильме далеко не весь свой потенциал. Жаль что в дальнейшем у него не было больших ролей. Хотя ему было достаточно и одной, чтобы мы его запомнили. Вторая часть оказалась как и"
1,"Матрица Ищите в фильме смысл. Вы его увидите.- Нео, у тебя есть вопросы? - А тебе удобно очки без дужек носить? В детстве фильм 'Матрица' повлиял на многих моих друзей. Я помню как мы всё время играли в неё, пересматривали фильмы, придумывали продолжение и прочее. Когда ты маленький, ты не обращаешь внимание на актёрскую игру, на диалоги, на режиссёров и другое. Внимание идёт на крутость происходящего. А в 'Матрице' она запредельная. Темно в комнате, зачем очки? В этом мире всё по особому. Матричные коды, характерный зеленый цвет, и другие интересности в заметках на данной странице. Одним словом, братья Вачовски придумали своё место со своими правилами. Пуля, стоп! Спец эффекты сделаны на уникальном уровне. Для 1999 года это было феерично, да и сейчас, кажется, что фильм сделали недавно. Главное - драки, даже ван Дам позавидует. В наше время мало кто уделяет деньги и компьютеры на бои. Последнее на своей памяти помню фильм 'Начало'. Всё сделано, исключительно красиво. Классный плащ! Когда смотрел в первый раз этот фильм, ни одного актёра до этого не видел. Тут нет каких-то предпочтений, разве что подруга Нео не очень симпатичная, но это личное предпочтение. Код Про сюжет особо нечего сказать. Всё в новинку, всем нравится. Довольно много"
1,"Список Шиндлера Впервые увидела этот фильм, переключая каналы, когда готовилась заснуть под что-нибудь...завтра наступал тяжелый день сдачи сессии. Наткнулась на какой-то фильм о войне, это был идеальный вариант - 100 процентное засыпание! Но, нет, пришлось заснуть на 2 с половиной часа позже, и не выспаться перед экзаменом, но это, поверьте, того стоило! Я очень долго пересказывала всем друзьям - товарищем этот великолепный фильм. Не зная его названия - не могла его никому порекомендовать. Со временем, конечно, я узнала название, и теперь, когда меня спрашивают о любимом фильме, я непременно называю 'Список Шиндлера'. Фильм, который трогает до глубины души, вскрывает всю грубую кожу, срывает маски, и обнажает чувства. Фильм, который вызывает слезы. Который заставляет задумываться - правильно-ли мы живем? И, конечно же, этот фильм остается в сердце. Спилбергу - низкий поклон. 11 из 10."
1,"Назад в будущее 2 Гениальный фильм. Один из тех который можно смотреть и смотреть. Я имею ввиду не только вторую часть, а все три в целом."
1,"Зеленая миля 'Зеленая миля '- это мой самый-самый любимый фильм, который в моих глазах не может сравниться ни с одним другим. Эта экранизация является одной из не многих действительно достойных. 'Зеленая миля ' произвела на меня такой эффект, такой удар по психике, от которого я долга не мог оправиться. Вся тюрьма и прежде всего зеленая миля пропитаны ужасной, давящей атмосферой (за что низкий поклон режиссеру), на фоне которых Джон Коффи в исполнении Майкла Кларка Дункана словно излучает невидимый свет и душевное тепло, которые буквально чувствуются во время просмотра. До сих пор не понимаю, почему Дункан не получил 'Оскара ', ведь его роль самая лучшая. Его детский добрый взгляд, умильная улыбка, все это так согревает, но когда понимаешь, что Джон Коффи обречен, становится очень горестно, Вот так сами люди уничтожают настоящие чудеса. Сэм Рокуэл в роли Дикого Билла своим действительно диким взглядом пронизывает душу страхом, неприязнью к нему, Даг Хатчинсон также вызывает отвращение к своему персонажу. Тома Хэнкса обсуждать даже не буду, потому что отлично, как впрочем и всегда. Ах, да! Забыл про одного замечательного актера - мышонка, сыгравшего Мистера Джинглса, который, я уверен, вызвал не одну искреннюю улыбку от всей души. Кино очень тяжелое, после просмотра мысли о фильме долго"
1,"Зеленая миля Я люблю Стивена Кинга. И люблю Фрэнка Дарабонта. Хотя бы за то, что они создали такой шедевр. По-моему, это ни много ни мало великий фильм. Посмотрев его один раз, сложно будет забыть на всю жизнь - и не надо. Ни одна тюремная история ещё не была рассказана так душевно, с таким жизненным уклоном. Мы привыкли, что тюрьма - это кучка злобных зэков, свои законы и в большинстве случаев - побег. Нет, иногда в тюрьме происходят удивительные вещи, которые ещё раз доказывают, что вопреки несправедливости, чудеса случаются. Отдельно упомяну великолепную игру Тома Хэнкса и Майкла Кларка Дугласа (впрочем, вообще всех актёров) плюс мастерскую режиссуру: я верил всему, что видел. Мне хотелось следовать ходу предлагаемой истории от и до, захватывая в память особо острые, запоминающиеся моменты, которые сами, не спрашивая, легли в сердце ровной приятной гладью. Вы ещё не видели 'Зелёную милю'? Посмотрите обязательно! Тем более, что повествование облегчается рассказом от первого лица главным героем. Если сказать вкратце, то перед нами душераздирающая картина о человеке, который попал за решётку по ложному обвинению в убийстве. Никто не знал про его излечивающий дар, приносящий самому страшные мучения. Он изменил моральные устои тюрьмы, жизнь человека и замечательной маленькой мышки, потому что по-настоящему доброму"
1,"Матрица Ищите в фильме смысл. Вы его увидите.Матрица - это феноменальный фильм. С одной стороны, этот фильм стал таким популярным и любимым благодаря своей смысловой глубине. С другой стороны, большинство людей, заценивших этот самый философский смысл, не считают его «практичным». Между тем Матрица – очень даже прикладной фильм, ведь смысл, который создатели фильма в него вложили, отточен настолько последовательно и четко, что на мой взгляд глупо утверждать, что авторы идеи «ничего не имели ввиду», и все духовные прозрения Матрицы относятся только к области фантастики. Совершенно очевидно, что главной идеей фильма является то, что мы живем в иллюзии. Даже если не углубляться в эзотерические детали и рассматривать эту идею на самом 'материальном' уровне, не ставя под вопрос тот факт, что все 'физическое' в этом мире таки существует, все равно очевидно, что каждый из нас однозначно и без исключения живет в иллюзии. Эта иллюзия - так называемая «цивилизация», или «групповая галлюцинация», «цивилизационно-групповое видение мира и себя», поддерживаемое той частью нашего разума, которая называется эго. Как написал один раз Пелевин, в отличие от животных, которые получают из окружающей среды информацию в виде визуальных/звуковых/тактильных и прочих импульсов и соответственно реагируют на них, ум человека двоичен - одна часть тоже обрабатывает все эти импульсы, а"
1,"1+1 На протяжении всей нашей жизни, мы крепко надеемся, что когда-то мы встретим человека, который полностью поменяет наше тоскливое существование. Мы не ищем его среди толпы, мы просто знаем, что наступит тот момент, когда этот человек придет к нам. Именно эту ситуацию можно увидеть в замечательном, просто превосходном фильме - 1+1 ('Неприкасаемые'). Увидев Филиппа (главного героя), у меня сразу возникло впечатление, что человек потерян, его жизнь углубилась в тоскливую, однотонную череду недельных дней, во время которых он не мог сделать совершенно ничего, чего ему хотелось. Это настолько печально, видеть, как человек не может пошевелить ни единым пальчиком своей руки. Но именно в этот момент, в жизни Филиппа появляется тот самый 'солнечный лучик', который помогает жить дальше. Этим лучиком является Дрисс. Фильм настолько приятный, добрый и душевный, что я просто не могу уже больше подобрать прилагательных, чтобы похвалить его еще;) Некоторые моменты заставили меня не только улыбнуться, но и от души посмеяться. Охотно хочу верить, что в жизни каждого из нас будет такой человек, который поможет продвинуться дальше, который поменяет наши взгляды на вещи. Искренность отныне в моде, этот фильм, тому доказательство. Приятного просмотра. 10 из 10"
1,"Матрица Ищите в фильме смысл. Вы его увидите.После первого просмотра этого фильма мне было ничего не понятно, но после долгих размышлений и анализирование мне удалось уловить суть этого крутого культового боевика. 'Матрица' заставляет задуматься о происходящем вокруг нас, что правда, а что всего лишь иллюзия. Если бы не этот фильм, мне бы и сроду такие мысли в голову не пришли. Но я уверена в реальности происходящего. Надеюсь, я не ошибаюсь. Главная троица героев невероятно круты, мне тоже очень хотелось быть одной из них. Их костюмы, прически и очки сводили меня с ума. Нео - Избранный, который не может смириться со своим открытием, он отвергает настоящую реальность, но потом осознает свою миссию. Киану Ривз идеально подходит на эту роль. Единственное, что мне до сих пор не доходит, так это мудрые беседы с прорицательницей. Фокус с ложкой мне до сих пор не понять. Спецэффекты тут, конечно, шедевральны. Круто было бы посмотреть это в 3D, а уклонение от пуль просто нет слов. За самый любимый боевик 10 из 10"
